date,close,open,highest,lowest,volume,rate,_index
2022-12-08,3197.35,3196.02,3206.72,3187.26,32.10B,-0.07%,sh
2022-12-07,3199.62,3204.94,3226.08,3188.67,35.41B,-0.40%,sh
2022-12-06,3212.53,3200.27,3224.82,3195.08,37.36B,0.02%,sh
2022-12-05,3211.81,3181.92,3213.44,3177.06,44.74B,1.76%,sh
2022-12-02,3156.14,3160.58,3170.9,3149.84,30.78B,-0.29%,sh
2022-12-01,3165.47,3187.99,3198.41,3164.53,38.70B,0.45%,sh
2022-11-30,3151.34,3141.4,3158.57,3137.37,37.27B,0.05%,sh
2022-11-29,3149.75,3096.11,3152,3096.11,39.15B,2.31%,sh
2022-11-28,3078.55,3055.29,3080.18,3034.7,30.58B,-0.75%,sh
2022-11-25,3101.69,3085.46,3111.42,3077.97,31.14B,0.40%,sh
2022-11-24,3089.31,3104.1,3113.24,3084.86,26.75B,-0.25%,sh
2022-11-23,3096.91,3084.74,3108.24,3075.32,32.62B,0.26%,sh
2022-11-22,3088.94,3084.23,3118.12,3076.32,32.76B,0.13%,sh
2022-11-21,3085.04,3078.06,3085.24,3056.17,25.60B,-0.39%,sh
2022-11-18,3097.24,3116.73,3126.71,3096.89,30.00B,-0.58%,sh
2022-11-17,3115.43,3110.96,3115.44,3087.17,28.70B,-0.15%,sh
2022-11-16,3119.98,3133.65,3145.75,3115.35,30.34B,-0.45%,sh
2022-11-15,3134.08,3081.14,3135.59,3074.5,33.15B,1.64%,sh
2022-11-14,3083.4,3100.87,3121.41,3075.22,36.18B,-0.13%,sh
2022-11-11,3087.29,3099.65,3117.74,3070.3,40.96B,1.69%,sh
2022-11-10,3036.13,3031.69,3047.98,3022.85,27.04B,-0.39%,sh
2022-11-09,3048.17,3064.46,3073.92,3046.19,23.56B,-0.53%,sh
2022-11-08,3064.49,3077.31,3078.28,3047.46,25.65B,-0.43%,sh
2022-11-07,3077.82,3062.86,3088.19,3054.46,32.06B,0.23%,sh
2022-11-04,3070.8,2997,3081.59,2997,32.98B,2.43%,sh
2022-11-03,2997.81,2981.2,3003.72,2977.72,25.93B,-0.19%,sh
2022-11-02,3003.37,2960.65,3019.05,2954.95,32.51B,1.15%,sh
2022-11-01,2969.2,2899.5,2969.2,2896.76,31.98B,2.62%,sh
2022-10-31,2893.48,2893.2,2926.01,2885.09,30.20B,-0.77%,sh
2022-10-28,2915.93,2967.02,2974.24,2908.98,29.25B,-2.25%,sh
2022-10-27,2982.9,3005.04,3017.26,2981.69,26.56B,-0.55%,sh
2022-10-26,2999.5,2977.56,3028.35,2977.56,26.87B,0.78%,sh
2022-10-25,2976.28,2969.16,3001.72,2944.26,25.56B,-0.04%,sh
2022-10-24,2977.56,3034.75,3064.42,2965.17,29.81B,-2.02%,sh
2022-10-21,3038.93,3038.04,3055.42,3026.96,24.53B,0.13%,sh
2022-10-20,3035.05,3029.3,3070.26,3013.69,24.47B,-0.31%,sh
2022-10-19,3044.38,3073.26,3081.39,3044.38,23.09B,-1.19%,sh
2022-10-18,3080.96,3094.93,3099.92,3074.22,24.56B,-0.13%,sh
2022-10-17,3084.94,3060.52,3087.19,3052.71,26.26B,0.42%,sh
2022-10-14,3071.99,3035.03,3084.27,3035.03,27.73B,1.84%,sh
2022-10-13,3016.36,3008.3,3036.25,3004.5,24.97B,-0.30%,sh
2022-10-12,3025.51,2976.72,3025.51,2934.09,24.80B,1.53%,sh
2022-10-11,2979.79,2978.06,2986.91,2953.5,20.86B,0.19%,sh
2022-10-10,2974.15,3026.94,3029.45,2968.28,24.34B,-1.66%,sh
2022-09-30,3024.39,3042.17,3054.61,3021.93,20.41B,-0.55%,sh
2022-09-29,3041.2,3067.47,3076.76,3026.08,23.00B,-0.13%,sh
2022-09-28,3045.07,3089.1,3089.1,3044.86,23.01B,-1.58%,sh
2022-09-27,3093.86,3056.39,3094.04,3048.36,23.27B,1.40%,sh
2022-09-26,3051.23,3067.57,3102.65,3048.51,26.27B,-1.20%,sh
2022-09-23,3088.37,3106.81,3124.66,3072.24,24.31B,-0.66%,sh
2022-09-22,3108.91,3098.77,3125.68,3092.82,22.11B,-0.27%,sh
2022-09-21,3117.18,3116.01,3129.82,3091.3,23.30B,-0.17%,sh
2022-09-20,3122.41,3127.84,3140.03,3114.04,21.99B,0.22%,sh
2022-09-19,3115.6,3122.75,3135.56,3101.22,24.91B,-0.35%,sh
2022-09-16,3126.4,3189.83,3191.83,3126.4,31.65B,-2.30%,sh
2022-09-15,3199.92,3248.97,3254.18,3174.39,32.52B,-1.16%,sh
2022-09-14,3237.54,3224.68,3250.8,3221.96,25.52B,-0.80%,sh
2022-09-13,3263.8,3272.05,3278.17,3259.66,27.62B,0.05%,sh
2022-09-09,3262.05,3241.18,3266.2,3236.51,28.38B,0.82%,sh
2022-09-08,3235.59,3245.56,3253.7,3233.8,28.17B,-0.33%,sh
2022-09-07,3246.29,3232.14,3253.77,3227.82,30.10B,0.09%,sh
2022-09-06,3243.45,3207.93,3244.64,3203.82,31.89B,1.36%,sh
2022-09-05,3199.91,3183.95,3199.91,3172.04,28.07B,0.42%,sh
2022-09-02,3186.48,3189.64,3198.28,3173.79,25.05B,0.05%,sh
2022-09-01,3184.98,3196.54,3214.56,3181.63,27.47B,-0.54%,sh
2022-08-31,3202.14,3216.53,3232.02,3184.39,34.44B,-0.78%,sh
2022-08-30,3227.22,3240.18,3243.75,3212.63,29.43B,-0.42%,sh
2022-08-29,3240.73,3203.1,3240.73,3199,29.70B,0.14%,sh
2022-08-26,3236.22,3250.63,3266.27,3232.28,30.99B,-0.31%,sh
2022-08-25,3246.25,3223.46,3248.35,3199.12,33.62B,0.97%,sh
2022-08-24,3215.2,3279.17,3281.88,3212.39,36.61B,-1.86%,sh
2022-08-23,3276.22,3274.43,3284.6,3262.63,31.66B,-0.05%,sh
2022-08-22,3277.79,3249.7,3278.17,3247.19,31.45B,0.61%,sh
2022-08-19,3258.08,3275.62,3286.49,3258.06,33.35B,-0.59%,sh
2022-08-18,3277.54,3286.37,3289.14,3270.56,30.17B,-0.46%,sh
2022-08-17,3292.53,3282.1,3296,3263.35,32.61B,0.45%,sh
2022-08-16,3277.88,3278.68,3295.02,3271.57,30.36B,0.05%,sh
2022-08-15,3276.09,3268.37,3286.89,3261.82,28.71B,-0.02%,sh
2022-08-12,3276.89,3275.77,3288.22,3272.84,29.99B,-0.15%,sh
2022-08-11,3281.67,3243.47,3281.67,3237.9,30.06B,1.60%,sh
2022-08-10,3230.02,3242.36,3253.17,3217.81,25.76B,-0.54%,sh
2022-08-09,3247.43,3235.74,3248.77,3227.54,25.96B,0.32%,sh
2022-08-08,3236.93,3218.85,3237.97,3214.08,25.43B,0.31%,sh
2022-08-05,3227.03,3195.23,3228.89,3184.45,27.47B,1.19%,sh
2022-08-04,3189.04,3179.43,3191,3155.7,26.09B,0.80%,sh
2022-08-03,3163.67,3188.89,3217.55,3159.46,32.49B,-0.71%,sh
2022-08-02,3186.27,3231.26,3231.26,3155.19,39.42B,-2.26%,sh
2022-08-01,3259.96,3246.62,3264.3,3225.55,29.22B,0.21%,sh
2022-07-29,3253.24,3282.81,3294.8,3246.37,30.73B,-0.89%,sh
2022-07-28,3282.58,3287.5,3305.71,3277.11,28.81B,0.21%,sh
2022-07-27,3275.76,3271.78,3282.57,3265.73,24.91B,-0.05%,sh
2022-07-26,3277.44,3254.19,3282.41,3246.04,25.95B,0.83%,sh
2022-07-25,3250.39,3269.71,3273.18,3243.03,27.12B,-0.60%,sh
2022-07-22,3269.97,3276.2,3293.64,3246.73,30.07B,-0.06%,sh
2022-07-21,3272,3297.66,3300.53,3272,33.24B,-0.99%,sh
2022-07-20,3304.72,3291.55,3308.35,3287.74,30.15B,0.77%,sh
2022-07-19,3279.43,3278.72,3283.93,3256.02,31.57B,0.04%,sh
2022-07-18,3278.1,3235.09,3278.47,3226.23,34.83B,1.55%,sh
2022-07-15,3228.06,3261.38,3288.92,3228.06,38.02B,-1.64%,sh
2022-07-14,3281.74,3277.45,3299.25,3261.49,35.59B,-0.08%,sh
2022-07-13,3284.29,3279.6,3297.02,3266.48,33.18B,0.09%,sh
2022-07-12,3281.47,3307.22,3319.25,3277.08,33.46B,-0.97%,sh
2022-07-11,3313.58,3341.1,3341.1,3297,34.27B,-1.27%,sh
2022-07-08,3356.08,3380.37,3386.31,3354.12,32.29B,-0.25%,sh
2022-07-07,3364.4,3353.13,3375.86,3332.31,33.44B,0.27%,sh
2022-07-06,3355.35,3391.03,3391.03,3333.1,38.46B,-1.43%,sh
2022-07-05,3404.03,3411.13,3424.84,3372.06,41.17B,-0.04%,sh
2022-07-04,3405.43,3381.82,3405.62,3364.09,35.77B,0.53%,sh
2022-07-01,3387.64,3400.26,3404.05,3378.36,35.05B,-0.32%,sh
2022-06-30,3398.62,3358.93,3417.01,3358.93,38.12B,1.10%,sh
2022-06-29,3361.52,3399.68,3414.65,3358.47,44.06B,-1.40%,sh
2022-06-28,3409.21,3377.68,3412.1,3358.87,41.21B,0.89%,sh
2022-06-27,3379.19,3364,3393.31,3364,41.41B,0.88%,sh
2022-06-24,3349.75,3324.74,3356.71,3322.95,39.08B,0.89%,sh
2022-06-23,3320.15,3269.05,3320.15,3262.29,40.06B,1.62%,sh
2022-06-22,3267.2,3309.12,3311.02,3266.54,37.55B,-1.20%,sh
2022-06-21,3306.72,3313.79,3329.39,3279.83,39.45B,-0.26%,sh
2022-06-20,3315.43,3315.78,3333.9,3292.93,41.35B,-0.04%,sh
2022-06-17,3316.79,3265.51,3323.28,3262.89,39.53B,0.96%,sh
2022-06-16,3285.38,3306.84,3319.69,3277.53,43.32B,-0.61%,sh
2022-06-15,3305.41,3289.1,3358.55,3288.85,55.06B,0.50%,sh
2022-06-14,3288.91,3224.21,3289.13,3195.82,45.04B,1.02%,sh
2022-06-13,3255.55,3256.27,3272.99,3229.31,43.86B,-0.89%,sh
2022-06-10,3284.83,3214.18,3286.62,3210.81,43.99B,1.42%,sh
2022-06-09,3238.95,3259.49,3270.56,3223.48,42.27B,-0.76%,sh
2022-06-08,3263.79,3245.02,3266.63,3216.01,43.42B,0.68%,sh
2022-06-07,3241.76,3235.42,3253.09,3222.64,40.22B,0.17%,sh
2022-06-06,3236.37,3196.96,3237.07,3181.65,42.20B,1.28%,sh
2022-06-02,3195.46,3170.31,3197.28,3163.76,36.18B,0.42%,sh
2022-06-01,3182.16,3179.69,3190.61,3160.04,36.57B,-0.13%,sh
2022-05-31,3186.43,3149.94,3188.6,3142,37.45B,1.19%,sh
2022-05-30,3149.06,3141.96,3150.89,3123.15,34.94B,0.60%,sh
2022-05-27,3130.24,3135.03,3151.05,3112.54,35.95B,0.23%,sh
2022-05-26,3123.11,3111.48,3133.28,3079.48,37.03B,0.50%,sh
2022-05-25,3107.46,3070.17,3107.63,3069.95,34.23B,1.19%,sh
2022-05-24,3070.93,3149.06,3153.13,3070.93,41.63B,-2.41%,sh
2022-05-23,3146.86,3150.49,3150.51,3127.9,35.34B,0.01%,sh
2022-05-20,3146.57,3107.09,3146.57,3107.09,37.23B,1.60%,sh
2022-05-19,3096.96,3046.71,3096.96,3042.67,33.66B,0.36%,sh
2022-05-18,3085.98,3095.89,3105.84,3071.3,31.50B,-0.25%,sh
2022-05-17,3093.7,3076.5,3093.7,3057.64,33.04B,0.65%,sh
2022-05-16,3073.75,3100.55,3102.58,3063.4,33.81B,-0.34%,sh
2022-05-13,3084.28,3068.03,3086.1,3059.25,33.17B,0.96%,sh
2022-05-12,3054.99,3044.8,3072.16,3032.95,34.44B,-0.12%,sh
2022-05-11,3058.7,3035.39,3100.9,3034.67,42.40B,0.75%,sh
2022-05-10,3035.84,2965.78,3043.78,2957.4,37.07B,1.06%,sh
2022-05-09,3004.14,2990.2,3015.94,2983.61,29.21B,0.09%,sh
2022-05-06,3001.56,3011.32,3030.69,2992.72,34.33B,-2.16%,sh
2022-05-05,3067.76,3044.85,3082.23,3042.12,38.31B,0.68%,sh
2022-04-29,3047.06,2986.06,3048.49,2968.33,42.39B,2.41%,sh
2022-04-28,2975.48,2945.81,2991.51,2936.79,37.54B,0.58%,sh
2022-04-27,2958.28,2866.82,2959.18,2863.65,42.31B,2.49%,sh
2022-04-26,2886.43,2930.45,2957.68,2878.26,40.16B,-1.44%,sh
2022-04-25,2928.51,3034.27,3043.82,2928.51,43.36B,-5.13%,sh
2022-04-22,3086.92,3058.4,3105.66,3049.36,34.20B,0.23%,sh
2022-04-21,3079.81,3138.43,3160.9,3069.68,39.19B,-2.26%,sh
2022-04-20,3151.05,3189.89,3191.83,3142.05,36.20B,-1.35%,sh
2022-04-19,3194.03,3192.09,3207.83,3174.71,33.99B,-0.05%,sh
2022-04-18,3195.52,3185.94,3204.03,3166.98,34.74B,-0.49%,sh
2022-04-15,3211.24,3210.7,3229.87,3200.13,40.78B,-0.45%,sh
2022-04-14,3225.64,3203.63,3240,3200.23,37.12B,1.22%,sh
2022-04-13,3186.82,3199.8,3225.47,3183.53,39.12B,-0.82%,sh
2022-04-12,3213.33,3165.12,3214.54,3140.9,41.83B,1.46%,sh
2022-04-11,3167.13,3239.85,3239.85,3156.51,42.42B,-2.61%,sh
2022-04-08,3251.85,3239.88,3257.09,3208.35,41.38B,0.47%,sh
2022-04-07,3236.7,3267.81,3290.26,3236.48,40.26B,-1.42%,sh
2022-04-06,3283.43,3269.43,3288.11,3255.69,42.96B,0.02%,sh
2022-04-01,3282.72,3234.67,3287.23,3226.3,37.82B,0.94%,sh
2022-03-31,3252.2,3256.14,3272.04,3246.06,39.84B,-0.44%,sh
2022-03-30,3266.6,3217.59,3266.6,3216.3,36.68B,1.96%,sh
2022-03-29,3203.94,3216.01,3229.18,3196.46,31.63B,-0.33%,sh
2022-03-28,3214.5,3185.17,3230.22,3159.83,34.50B,0.07%,sh
2022-03-25,3212.24,3247.16,3257.11,3211.64,34.00B,-1.17%,sh
2022-03-24,3250.26,3256.06,3266.89,3236.66,32.90B,-0.63%,sh
2022-03-23,3271.03,3264.79,3279.89,3251.98,34.99B,0.34%,sh
2022-03-22,3259.86,3249.54,3279.11,3239.53,36.12B,0.19%,sh
2022-03-21,3253.69,3255.62,3267.5,3223.39,35.42B,0.08%,sh
2022-03-18,3251.07,3207.15,3260.78,3197.36,37.30B,1.12%,sh
2022-03-17,3215.04,3215.01,3260.17,3202.93,42.08B,1.40%,sh
2022-03-16,3170.71,3107.67,3177.79,3023.3,44.47B,3.48%,sh
2022-03-15,3063.97,3192.36,3196.92,3063.97,46.50B,-4.95%,sh
2022-03-14,3223.53,3271.89,3297.8,3223.53,33.80B,-2.60%,sh
2022-03-11,3309.75,3259.32,3315.66,3217.42,38.41B,0.41%,sh
2022-03-10,3296.09,3312.18,3326.58,3291.24,37.83B,1.22%,sh
2022-03-09,3256.39,3303.71,3321.48,3147.68,46.63B,-1.13%,sh
2022-03-08,3293.53,3372.55,3383.63,3287.34,41.59B,-2.35%,sh
2022-03-07,3372.86,3438.56,3438.56,3360.74,39.36B,-2.17%,sh
2022-03-04,3447.65,3459.98,3474.88,3437.7,39.35B,-0.96%,sh
2022-03-03,3481.11,3495.93,3500.29,3473.34,41.26B,-0.09%,sh
2022-03-02,3484.19,3478.29,3486.62,3467,32.94B,-0.13%,sh
2022-03-01,3488.83,3471.36,3491.13,3465.72,32.60B,0.77%,sh
2022-02-28,3462.31,3450.32,3462.31,3425.52,34.58B,0.32%,sh
2022-02-25,3451.41,3445.34,3480.18,3440.93,37.75B,0.63%,sh
2022-02-24,3429.96,3474.37,3486.98,3400.21,48.84B,-1.70%,sh
2022-02-23,3489.15,3458.51,3490.76,3458.18,32.56B,0.93%,sh
2022-02-22,3457.15,3473.29,3473.39,3437.67,32.63B,-0.96%,sh
2022-02-21,3490.61,3488.41,3492.2,3471.69,30.15B,0.00%,sh
2022-02-18,3490.76,3451.63,3490.76,3447.03,29.51B,0.66%,sh
2022-02-17,3468.04,3464.21,3480.97,3454.28,29.73B,0.06%,sh
2022-02-16,3465.83,3457.07,3475.06,3453.8,27.50B,0.57%,sh
2022-02-15,3446.09,3428.04,3447.49,3421.64,27.56B,0.50%,sh
2022-02-14,3428.88,3451.85,3457.26,3415.45,31.53B,-0.98%,sh
2022-02-11,3462.95,3472.28,3500.15,3459.33,36.14B,-0.66%,sh
2022-02-10,3485.91,3481.91,3488.86,3464.22,35.57B,0.17%,sh
2022-02-09,3479.95,3450.82,3484.74,3444.08,35.02B,0.79%,sh
2022-02-08,3452.63,3428.54,3453.19,3390.46,36.61B,0.67%,sh
2022-02-07,3429.58,3407.76,3434.03,3407.76,32.05B,2.03%,sh
2023-01-20,11980.62,11942.15,11997.53,11931.88,10.96B,0.57%,sz
2023-01-19,11913.26,11796.4,11913.26,11763.82,10.14B,0.87%,sz
2023-01-18,11810.66,11813.38,11855.44,11793.32,9.62B,0.09%,sz
2023-01-17,11800.55,11794.96,11830.58,11746.76,10.20B,0.13%,sz
2023-01-16,11785.77,11612.36,11886.95,11612.36,14.36B,1.58%,sz
2023-01-13,11602.3,11509.21,11602.3,11489.19,9.62B,1.19%,sz
2023-01-12,11465.73,11470.61,11528.93,11425.11,9.84B,0.23%,sz
2023-01-11,11439.44,11498.97,11563.78,11424.25,10.27B,-0.59%,sz
2023-01-10,11506.79,11455.6,11526.28,11413.99,10.28B,0.49%,sz
2023-01-09,11450.15,11411.37,11490.59,11408.67,11.04B,0.72%,sz
2023-01-06,11367.73,11327.03,11443.45,11314.35,11.73B,0.32%,sz
2023-01-05,11332.01,11136.77,11346.22,11136.77,11.72B,2.13%,sz
2023-01-04,11095.37,11099.15,11149.15,11035.77,10.42B,-0.20%,sz
2023-01-03,11117.13,11003.05,11134.96,10921.42,10.47B,0.92%,sz
2022-12-30,11015.99,11046.07,11071.93,11013.32,7.46B,0.18%,sz
2022-12-29,10996.41,10971.27,11064.02,10956.95,7.85B,-0.13%,sz
2022-12-28,11010.53,11055.06,11061.19,10975.13,9.14B,-0.86%,sz
2022-12-27,11106.5,11010.93,11115.77,11000.11,8.23B,1.16%,sz
2022-12-26,10978.99,10858.33,10996.64,10858.33,7.72B,1.19%,sz
2022-12-23,10849.64,10811.57,10918.18,10794.14,6.84B,-0.25%,sz
2022-12-22,10876.31,10976.58,11034.67,10840.3,8.35B,-0.33%,sz
2022-12-21,10912.09,10966.31,11001.15,10872.27,7.02B,-0.34%,sz
2022-12-20,10949.12,11092.86,11092.86,10908.53,7.86B,-1.58%,sz
2022-12-19,11124.7,11286.66,11329.56,11083.85,10.08B,-1.51%,sz
2022-12-16,11295.03,11289.52,11327.27,11234.62,9.07B,-0.56%,sz
2022-12-15,11358.11,11306.79,11371.18,11269.61,9.22B,0.32%,sz
2022-12-14,11321.81,11341.96,11375.22,11298.43,9.89B,-0.02%,sz
2022-12-13,11323.7,11398.84,11399.16,11312.1,100.51K,-0.66%,sz
2022-12-12,11399.13,11453.26,11457.09,11392.89,12.02B,-0.89%,sz
2022-12-09,11501.58,11397.1,11511.32,11360.15,14.85B,0.98%,sz
2022-12-08,11389.79,11403.19,11429.77,11343.57,11.60B,-0.25%,sz
2022-12-07,11418.76,11365.98,11504.39,11358.68,13.00B,0.17%,sz
2022-12-06,11398.82,11278.49,11465.41,11264.47,13.50B,0.67%,sz
2022-12-05,11323.34,11292.34,11338.86,11250.62,15.76B,0.92%,sz
2022-12-02,11219.79,11238.44,11312.32,11206.78,11.67B,-0.39%,sz
2022-12-01,11264.16,11282.46,11350.48,11262.81,15.68B,1.40%,sz
2022-11-30,11108.5,11071.31,11140.5,11044.03,15.35B,0.18%,sz
2022-11-29,11089.01,10891.72,11112.73,10888.54,15.33B,2.40%,sz
2022-11-28,10829.08,10708.56,10833.27,10657.89,11.01B,-0.69%,sz
2022-11-25,10904.27,10928.15,10962.14,10881.08,10.32B,-0.48%,sz
2022-11-24,10956.68,11019.47,11061.36,10927.85,9.58B,-0.15%,sz
2022-11-23,10972.81,10971,11025.48,10842.59,10.44B,-0.27%,sz
2022-11-22,11002.93,11113.32,11152,10960.88,11.32B,-1.18%,sz
2022-11-21,11134.47,11086.69,11137.63,11014.96,11.57B,-0.41%,sz
2022-11-18,11180.43,11229.11,11310.22,11171.19,13.95B,-0.37%,sz
2022-11-17,11221.45,11199.62,11221.45,11077.59,12.48B,-0.13%,sz
2022-11-16,11235.56,11336.07,11385.87,11220.33,13.39B,-1.02%,sz
2022-11-15,11351.33,11100.23,11351.33,11069.15,16.11B,2.14%,sz
2022-11-14,11113.46,11177.07,11260.86,11067.89,16.61B,-0.24%,sz
2022-11-11,11139.77,11217.11,11272.16,11085.93,18.29B,2.12%,sz
2022-11-10,10908.55,10964.94,10979.71,10848.48,11.45B,-1.33%,sz
2022-11-09,11055.29,11149.37,11185.51,11049.33,10.50B,-0.79%,sz
2022-11-08,11142.93,11202.44,11212.54,11055.08,10.84B,-0.58%,sz
2022-11-07,11207.73,11184.16,11272.8,11127.25,13.70B,0.18%,sz
2022-11-04,11187.43,10848.3,11226.21,10848.3,15.15B,3.20%,sz
2022-11-03,10840.06,10766.22,10877.74,10754.29,11.25B,-0.34%,sz
2022-11-02,10877.51,10704.25,10951.45,10687.21,14.37B,1.33%,sz
2022-11-01,10734.25,10420.95,10734.25,10395.56,13.70B,3.24%,sz
2022-10-31,10397.04,10304.2,10518.39,10301.71,13.23B,-0.05%,sz
2022-10-28,10401.84,10659.7,10698.69,10368.91,13.24B,-3.24%,sz
2022-10-27,10750.14,10843.34,10886.1,10750.14,12.73B,-0.63%,sz
2022-10-26,10818.33,10664.43,10928.45,10657.02,12.68B,1.68%,sz
2022-10-25,10639.82,10644.67,10760.67,10510.91,10.98B,-0.51%,sz
2022-10-24,10694.61,10908.74,11043.03,10635.35,11.78B,-2.05%,sz
2022-10-21,10918.97,10955.84,11000.39,10875.18,9.04B,-0.42%,sz
2022-10-20,10965.33,10948.43,11126.16,10832.08,10.29B,-0.56%,sz
2022-10-19,11027.24,11154.13,11197.15,11027.24,9.54B,-1.43%,sz
2022-10-18,11187.7,11223.15,11270.48,11135.46,10.67B,0.23%,sz
2022-10-17,11162.26,11059.23,11173.39,11041.58,11.32B,0.36%,sz
2022-10-14,11121.71,10914.18,11177.23,10890.19,12.30B,2.81%,sz
2022-10-13,10817.67,10762.67,10923.92,10737.3,10.46B,-0.19%,sz
2022-10-12,10838.48,10568.01,10838.63,10402.06,10.91B,2.46%,sz
2022-10-11,10577.81,10555.06,10617.92,10487.66,7.93B,0.53%,sz
2022-10-10,10522.12,10788.69,10801.34,10500.77,8.91B,-2.38%,sz
2022-09-30,10778.61,10925.01,10962.22,10777.91,7.97B,-1.29%,sz
2022-09-29,10919.44,11023.83,11045.98,10864.49,8.44B,0.18%,sz
2022-09-28,10899.7,11136.18,11136.18,10899.7,8.85B,-2.46%,sz
2022-09-27,11175.12,10999.1,11175.12,10959.82,9.29B,1.94%,sz
2022-09-26,10962.56,10921.64,11141.59,10908.96,9.31B,-0.40%,sz
2022-09-23,11006.41,11105.76,11146.79,10899.59,9.56B,-0.97%,sz
2022-09-22,11114.43,11122.11,11241.12,11094.74,9.12B,-0.84%,sz
2022-09-21,11208.51,11245.83,11259.31,11117.37,9.39B,-0.67%,sz
2022-09-20,11283.92,11274.86,11364.16,11229.91,8.68B,0.69%,sz
2022-09-19,11207.04,11241.78,11318,11149.98,9.56B,-0.48%,sz
2022-09-16,11261.5,11492.69,11509.98,11261.5,12.73B,-2.30%,sz
2022-09-15,11526.96,11823.8,11832.46,11427.51,13.32B,-2.10%,sz
2022-09-14,11774.78,11751.11,11841.18,11703.76,10.05B,-1.25%,sz
2022-09-13,11923.47,11936.58,11966.17,11874.19,10.88B,0.38%,sz
2022-09-09,11877.79,11780.82,11885.46,11750.44,11.44B,1.11%,sz
2022-09-08,11746.92,11858.53,11865.97,11739.57,10.65B,-0.86%,sz
2022-09-07,11849.08,11743.47,11894.56,11724.28,11.27B,0.42%,sz
2022-09-06,11799.81,11702.17,11802.71,11624.82,11.42B,1.04%,sz
2022-09-05,11678.69,11667.04,11714.41,11597.73,9.90B,-0.20%,sz
2022-09-02,11702.39,11753.6,11765.01,11644.03,9.84B,-0.09%,sz
2022-09-01,11712.39,11789.82,11888.06,11696.58,11.33B,-0.88%,sz
2022-08-31,11815.79,11909.31,11968.46,11743.69,14.15B,-1.29%,sz
2022-08-30,11970.79,12013.92,12039.19,11905,11.96B,-0.39%,sz
2022-08-29,12018.16,11911.17,12044.52,11890.49,11.47B,-0.34%,sz
2022-08-26,12059.71,12142.05,12210.01,12039.74,12.11B,-0.37%,sz
2022-08-25,12104.03,12130.76,12159.8,11949.76,13.17B,0.06%,sz
2022-08-24,12096.39,12484.44,12491.17,12082.44,15.63B,-2.88%,sz
2022-08-23,12455.15,12481.24,12525.01,12405.58,12.81B,-0.40%,sz
2022-08-22,12505.68,12320.88,12509.91,12291.82,14.05B,1.19%,sz
2022-08-19,12358.54,12504.48,12521.76,12358.54,15.21B,-1.27%,sz
2022-08-18,12517.32,12557.34,12576.62,12496.79,14.02B,-0.62%,sz
2022-08-17,12595.46,12481.71,12611.49,12391.45,15.45B,1.01%,sz
2022-08-16,12470.11,12470.65,12553.69,12441.96,13.30B,0.08%,sz
2022-08-15,12460.22,12392.5,12531.77,12386.16,13.21B,0.33%,sz
2022-08-12,12419.39,12453.4,12493.78,12417.49,14.06B,-0.44%,sz
2022-08-11,12474.03,12287.8,12475.17,12231.08,15.20B,2.05%,sz
2022-08-10,12223.51,12302.57,12347.15,12166.23,11.82B,-0.87%,sz
2022-08-09,12331.09,12277.44,12333.38,12235.83,11.68B,0.24%,sz
2022-08-08,12302.15,12239.87,12304.23,12219.02,12.12B,0.27%,sz
2022-08-05,12269.21,12088.65,12275.96,12051.4,13.38B,1.69%,sz
2022-08-04,12065.22,12055.35,12103.38,11926.51,11.37B,0.69%,sz
2022-08-03,11982.26,12148.24,12294.88,11946.46,15.14B,-1.14%,sz
2022-08-02,12120.02,12260.45,12273.37,12008.17,18.23B,-2.37%,sz
2022-08-01,12413.87,12243.33,12420.23,12158.85,13.39B,1.20%,sz
2022-07-29,12266.92,12439.41,12460.19,12245.21,14.48B,-1.30%,sz
2022-07-28,12428.72,12467.76,12550.9,12407.07,15.19B,0.23%,sz
2022-07-27,12399.69,12383.05,12439.22,12331.7,11.96B,-0.07%,sz
2022-07-26,12408.56,12308.74,12453.11,12266.84,11.48B,0.95%,sz
2022-07-25,12291.59,12386.55,12414.07,12251.08,12.56B,-0.83%,sz
2022-07-22,12394.02,12501.34,12553.27,12289.2,13.00B,-0.49%,sz
2022-07-21,12455.19,12543.58,12601,12455.19,14.72B,-0.94%,sz
2022-07-20,12573.12,12551.43,12625.63,12518.42,13.63B,0.63%,sz
2022-07-19,12494.77,12524.51,12569.95,12402.11,13.73B,-0.30%,sz
2022-07-18,12532.65,12456.22,12559.07,12304.12,14.95B,0.98%,sz
2022-07-15,12411.01,12557.15,12687.67,12411.01,16.03B,-1.52%,sz
2022-07-14,12602.78,12479.22,12695.2,12452.13,14.26B,0.75%,sz
2022-07-13,12508.89,12441.72,12562.95,12323.2,14.06B,0.56%,sz
2022-07-12,12439.27,12616.84,12657.49,12396.91,13.76B,-1.41%,sz
2022-07-11,12617.23,12798.42,12798.42,12514.98,14.70B,-1.87%,sz
2022-07-08,12857.13,12998.56,13034.46,12848.63,14.74B,-0.61%,sz
2022-07-07,12935.85,12826.09,12962.99,12732.7,15.62B,0.97%,sz
2022-07-06,12811.33,12935.42,12997.41,12700.48,16.16B,-1.25%,sz
2022-07-05,12973.11,13057.24,13121.39,12798.01,17.14B,-0.41%,sz
2022-07-04,13026.25,12813.49,13026.25,12751.08,15.83B,1.29%,sz
